batch_id	paper_id	author_batch_label	batch_date	library_batch	sequencing_platform	evidence_ids	verification_status	notes
B-P0012-036	P0012	GSE168176	NR	NR	NextSeq 500	E-P0012-004	verified_metadata_record	subseries used as a coarse source partition, not a laboratory batch claim.
B-P0012-037	P0012	GSE168176	NR	NR	NextSeq 500	E-P0012-004	verified_metadata_record	subseries used as a coarse source partition, not a laboratory batch claim.
B-P0012-038	P0012	GSE168176	NR	NR	NextSeq 500	E-P0012-004	verified_metadata_record	subseries used as a coarse source partition, not a laboratory batch claim.
B-P0012-039	P0012	GSE168176	NR	NR	NextSeq 500	E-P0012-004	verified_metadata_record	subseries used as a coarse source partition, not a laboratory batch claim.
B-P0012-040	P0012	GSE168176	NR	NR	NextSeq 500	E-P0012-004	verified_metadata_record	subseries used as a coarse source partition, not a laboratory batch claim.
B-P0012-041	P0012	GSE168176	NR	NR	NextSeq 500	E-P0012-004	verified_metadata_record	subseries used as a coarse source partition, not a laboratory batch claim.
B-P0012-042	P0012	GSE168176	NR	NR	NextSeq 500	E-P0012-004	verified_metadata_record	subseries used as a coarse source partition, not a laboratory batch claim.
B-P0012-043	P0012	GSE168176	NR	NR	NextSeq 500	E-P0012-004	verified_metadata_record	subseries used as a coarse source partition, not a laboratory batch claim.
B-P0012-044	P0012	GSE168176	NR	NR	NextSeq 500	E-P0012-004	verified_metadata_record	subseries used as a coarse source partition, not a laboratory batch claim.
B-P0001-001	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-002	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-003	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-004	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-005	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-006	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-007	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-008	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-009	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-010	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-011	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-012	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0001-013	P0001	E-MTAB-1948	NR	NR	Illumina Genome Analyzer II	E-P0001-003	verified_metadata_record	No separate library batch in ENA filereport.
B-P0006-001	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-002	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-003	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-004	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-005	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-006	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-007	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-008	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-009	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-010	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-011	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-012	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-013	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-014	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-015	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-016	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-017	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-018	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-019	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-020	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-021	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-022	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-023	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-024	P0006	GSE93431	NR	NR	GPL13112	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-025	P0006	GSE93431	NR	NR	GPL19057	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-026	P0006	GSE93431	NR	NR	GPL19057	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-027	P0006	GSE93431	NR	NR	GPL19057	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-028	P0006	GSE93431	NR	NR	GPL19057	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-029	P0006	GSE93431	NR	NR	GPL19057	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-030	P0006	GSE93431	NR	NR	GPL19057	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-031	P0006	GSE93431	NR	NR	GPL19057	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0006-032	P0006	GSE93431	NR	NR	GPL19057	E-P0006-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-001	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-002	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-003	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-004	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-005	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-006	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-007	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-008	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-009	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-010	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-011	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-012	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-013	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-014	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-015	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-016	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-017	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-018	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-019	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-020	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-021	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-022	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-023	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-024	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-025	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-026	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-027	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-028	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-029	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0007-030	P0007	GSE102884	NR	NR	GPL11154	E-P0007-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-001	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-002	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-003	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-004	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-005	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-006	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-007	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-008	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-009	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-010	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-011	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-012	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-013	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-014	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-015	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-016	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-017	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-018	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-019	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-020	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-021	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-022	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-023	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-024	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-025	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-026	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-027	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-028	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-029	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-030	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-031	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-032	P0016	GSE254182	NR	NR	GPL32831	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-033	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-034	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-035	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-036	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-037	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-038	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-039	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-040	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-041	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-042	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-043	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-044	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-045	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-046	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-047	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-048	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-049	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-050	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-051	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-052	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-053	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-054	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-055	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-056	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-057	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-058	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-059	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-060	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-061	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-062	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-063	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-064	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-065	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-066	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-067	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-068	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-069	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-070	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-071	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-072	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-073	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-074	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-075	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-076	P0016	GSE254182	NR	NR	GPL19005	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-077	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-078	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-079	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-080	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-081	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-082	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-083	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-084	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-085	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-086	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-087	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-088	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-089	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-090	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-091	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-092	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-093	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-094	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-095	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-096	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-097	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-098	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-099	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0016-100	P0016	GSE254182	NR	NR	GPL26853	E-P0016-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-001	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-002	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-003	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-004	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-005	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-006	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-007	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-008	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-009	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-010	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-011	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-012	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-013	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-014	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-015	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-016	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-017	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-018	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
B-P0011-019	P0011	GSE135180	NR	NR	GPL17021	E-P0011-002	verified_metadata_record	Series-level grouping only; not a laboratory batch claim.
